SlNo,Drug_Name,Reason,Description,Company_Name,NSE_Symbol,Rating,Industry
4115,Voxaday 100mg Tablet 10'S,Depression,reduce and gradually remove the symptoms related to your depression,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
4116,Voxamin 100mg Tablet 10'SVoxamin 50mg Tablet 10'S,Depression,reduce depression,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
4117,Voxidep 25mg Tablet 10'SVoxidep 50mg Tablet 10'SVoxidep 100mg Tablet 10'S,Depression,depressive disorder and depression,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
4118,Voxinix CR 50mg Tablet 10'SVoxinix 50mg Tablet 10'SVoxinix 100mg Tablet 10'S,Depression,prevents depression and anxiety disorder (chronic feeling of anxiety or nervousness),Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
4119,Voxinix CR 100mg Tablet 10'S,Depression,ÿused to treat depression,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
4120,Wellpride 100Mg Tablet 10's,Depression,prevents depression and anxiety disorder (chronic feeling of anxiety or nervousness),JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
4121,Wells 12.5Mg Tablet 10's,Depression,ÿused to treat depression,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
4122,Xeldin 20mg Tablet 10'S,Depression,reduce and gradually remove the symptoms related to your depression,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
4123,XET 40mg Tablet 10'SXET 10mg Tablet 10'SXET Tablet 10'SXET CR 25mg Tablet 10'SXET 20mg Tablet 10'SXET 30mg Tablet 10'S,Depression,reduce depression,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
4124,XET CR 12.5mg Tablet 10'SXET CR 37.5mg Tablet 10'S,Depression,depressive disorder and depression,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
4125,XET CR Plus 12.5mg Capsule 10'SXET CR Plus 25mg Capsule 10'S,Depression,prevents depression and anxiety disorder (chronic feeling of anxiety or nervousness),Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
4126,XSERT 50mg Tablet 10's,Depression,ÿused to treat depression,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
4127,Yellowpam 10mg Tablet 10'SYellowpam 5mg Tablet 10'S,Depression,reduce and gradually remove the symptoms related to your depression,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
4128,ZAPTRA 12.5mg Capsule 10's,Depression,reduce depression,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
4129,Zeelo 0.5mg Tablet 10'SZeelo 2mg Tablet 10'S,Depression,depressive disorder and depression,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
4130,Zert OD 50mg Tablet 10'SZert OD 100mg Tablet 10'S,Depression,prevents depression and anxiety disorder (chronic feeling of anxiety or nervousness),Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
4131,Zetalo 40mg Tablet 10'SZetalo 10mg Tablet 10'SZetalo 20mg Tablet 10'S,Depression,ÿused to treat depression,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
4132,Zital Plus 10mg Tablet 10'S,Depression,reduce and gradually remove the symptoms related to your depression,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
4133,Zonadep 50mg Tablet 10'SZonadep 75mg Tablet 10'S,Depression,reduce depression,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
4134,Zosert 50mg Tablet 10'SZosert 100mg Tablet 10'SZosert 25mg Tablet 10'S,Depression,depressive disorder and depression,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
4135,Zotral 50mg Tablet 10'SZotral 25mg Tablet 10'SZotral 100mg Tablet 10'S,Depression,prevents depression and anxiety disorder (chronic feeling of anxiety or nervousness),Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
4136,Zovane 40mg Tablet 10'SZovane 20mg Tablet 10'S,Depression,ÿused to treat depression,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
4137,Zupion SR Tablet 10'S,Depression,reduce and gradually remove the symptoms related to your depression,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
4138,Zyban 150mg Tablet 10'S,Depression,reduce depression,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
4139,ZYVEN OD PLUS 50mg Tablet 10'SZyven 25mg Tablet 10'S,Depression,depressive disorder and depression,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
4140,Zyven OD 25mg Tablet 10'SZyven OD 50mg Tablet 10'SZyven OD 100mg Tablet 10'S,Depression,prevents depression and anxiety disorder (chronic feeling of anxiety or nervousness),Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
4141,3D OHA Tablet 10'S,Diabetes,reduces the diabetes,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
4142,3D OHA 1G Tablet 10'S,Diabetes,reduces sugar level diabetes,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
4143,3D Oha 2G Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
4144,AB GLYMPRD 2mg Tablet 10'sAB GLYMPRD 1mg Tablet 10's,Diabetes,reduces the diabetes,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
4145,ABOMET SR 500mg Tablet 15'sABOMET SR 1000mg Tablet 15's,Diabetes,reduces sugar level diabetes,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
4146,ABVOGE 0.3mg Tablet 10'sABVOGE 0.2mg Tablet 10's,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
4147,ABVOGE GM 2mg Tablet 10'sABVOGE GM 1mg Tablet 10's,Diabetes,reduces the diabetes,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
4148,ABVOGE M 0.3mg Tablet 10'sABVOGE M 0.2mg Tablet 10's,Diabetes,reduces sugar level diabetes,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
4149,AC 25mg Tablet 10'SAC Bose 25mg Tablet 10'SAC 50mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
4150,AC Bose 50mg Tablet 10'S,Diabetes,reduces the diabetes,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
4151,Acarbose 25mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
4152,Acarcip 25mg Tablet 10'SAcarcip 50mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
4153,ACARSAFE 50mg Tablet 10's,Diabetes,reduces the diabetes,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
4154,ACTIGLIPT 20mg Tablet 10's,Diabetes,reduces sugar level diabetes,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
4155,Actiglipt M 20/500mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
4156,Human Actrapid 40IU Injection 1X10mlActrapid Flexpen 100IU 1X3mlActrapid 100IU Injection 10mlActrapid 100IU Disposable Pen 3mlActrapid HM Penfill Cartridge 1X3ml,Diabetes,reduces the diabetes,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
4157,Adglim 2mg Tablet 10'SAdglim 1mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
4158,Adglim M1 Forte Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
4159,Adglim M2 Forte Tablet 10'S,Diabetes,reduces the diabetes,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
4160,Adride 1mg Tablet 10'SAdride 4mg Tablet 10'SAdride 2mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
4161,Adride 2M Forte Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
4162,Adride M 2mg Tablet 10'SAdride M 1mg Tablet 10'S,Diabetes,reduces the diabetes,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
4163,Advog 0.3mg Tablet 10'SAdvog 0.2mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
4164,Advog M 0.3mg Tablet 10'SAdvog M 0.2mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
4165,Advog M 0.2+ Tablet 10'S,Diabetes,reduces the diabetes,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
4166,ADVOG M 0.3+ Tablet 10's,Diabetes,reduces sugar level diabetes,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
4167,Advog M Forte 0.3mg Tablet 10'SAdvog M Forte 0.2mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
4168,AFDIEX 5mg Tablet 10'sAFDIEX 2.5mg Tablet 10's,Diabetes,reduces the diabetes,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
4169,Afoglip 20mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
4170,Afoglip M 500mg/20mg Tablet 10'SAfoglip M 1000mg/20mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
4171,Agivog 0.2mg Tablet 10'SAgivog 0.3mg Tablet 10'S,Diabetes,reduces the diabetes,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
4172,Agivog M 0.2mg Tablet 10'SAgivog M 0.3mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
4173,Aim7 30 XR Tablet 15'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
4174,Aim7 60 XR Tablet 15'S,Diabetes,reduces the diabetes,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
4175,Ajaduo 10mg Tablet 10'SAjaduo 25mg Tablet 10'S,Diabetes,reduces sugar level diabetes,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
4176,Alfabose 0.2mg Tablet 10'SAlfabose 0.3mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
4177,Allstar Reusable Insulin Pen(Device),Diabetes,reduces the diabetes,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
4178,Allstar Reusable(Teal Col) Device 1'S,Diabetes,reduces sugar level diabetes,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
4179,Almetfor 500mg Tablet 20'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
4180,Alphavog 0.2mg Tablet 10'SAlphavog 0.3mg Tablet 10'S,Diabetes,reduces the diabetes,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
4181,Alphavog M 0.3mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
4182,Amaryl 2mg Tablet 30'SAmaryl MV 2mg Tablet 10'SAmaryl 1mg Tablet 30'SAmaryl 4mg Tablet 30'SAmaryl MP 1mg Tablet 10'SAmaryl 3mg Tablet 30'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
4183,Amaryl M 1/500mg Tablet 10'SAmaryl M 1mg Tablet 15'SAmaryl M 2/500mg Tablet 10'SAmaryl M 2mg Tablet 15'S,Diabetes,reduces the diabetes,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
4184,Amaryl M Forte 2mg Tablet 10'SAmaryl M Forte 2mg Tablet 15'SAmaryl M Forte 1mg Tablet 15'SAmaryl M Forte 1mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
4185,Amaryl MP 2mg Tablet 10'SAmaryl MP 1/500/15mg Tablet 15'SAmaryl MP 2mg Tablet 15'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
4186,Amaryl MV 1mg Tablet 15'SAmaryl MV 2mg Tablet 15'SAmaryl MV 0.2/500/2mg Tablet 10'SAmaryl MV 0.2/500/1mg Tablet 10'S,Diabetes,reduces the diabetes,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
4187,Amaryl P 2mg Tablet 10'SAmaryl P 1mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
4188,Ameto 500mg Tablet 10'SAmeto 1000mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
4189,Ameto G 2mg Tablet 10'SAmeto G 3mg/500mg Tablet 10'SAmeto G 4mg/500mg Tablet 10'SAmeto G 1mg/1000mg Tablet 10'S,Diabetes,reduces the diabetes,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
4190,Anclazide M Tablet 10'S,Diabetes,reduces sugar level diabetes,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
4191,ANGIOGLIM M1 Tablet 10's,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
4192,ANGIOGLIM M2 Tablet 10's,Diabetes,reduces the diabetes,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
4193,Apidra 100IU Cartridge 1X3mlApidra Solostar 100IU Pen(Dispo) 1X3mlApidra 100IU Injection 1X10ml,Diabetes,reduces sugar level diabetes,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
4194,Aplevant 0.75Mg Injection 0.5ml,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
4195,Apribose 0.3mg Tablet 10'S,Diabetes,reduces the diabetes,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
4196,Apriglim 4mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
4197,APRIGLIM MV 1 Tablet 10's,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
4198,APRIGLIM MV 103 Tablet 10's,Diabetes,reduces the diabetes,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
4199,APRIGLIM MV 2 Tablet 10's,Diabetes,reduces sugar level diabetes,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
4200,APRIGLIM MV 203 Tablet 10's,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
4201,APRIGLIM MV 303 Tablet 10's,Diabetes,reduces the diabetes,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
4202,Arkamet Ipr 850mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
4203,ARPIE 15mg Tablet 10's,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
4204,Astromet G 2Mg Tablet 10'sAstromet G 0.5Mg Tablet 10's,Diabetes,reduces the diabetes,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
4205,ASTROMET G1 Tablet 10's,Diabetes,reduces sugar level diabetes,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
4206,Asugar Sr Tablet 10's,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
4207,Athgim M 1mg/500mg Tablet 10'SAthgim M 2mg/500mg Tablet 10'S,Diabetes,reduces the diabetes,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
4208,Avibose 0.2mg Tablet 10'SAvibose 0.3mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
4209,Avibose MF 0.3mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
4210,Avibose SF 0.2mg Tablet 10'S,Diabetes,reduces the diabetes,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
4211,Aviglen 5mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
4212,Aviglen Forte Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
4213,Aviglen MF Tablet 10'S,Diabetes,reduces the diabetes,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
4214,Aviglic 80mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
4215,Aviglic MF Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
4216,Aviglip 5mg Tablet 10'S,Diabetes,reduces the diabetes,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
4217,AXEGLIPTIN M 1000mg Tablet 10's,Diabetes,reduces sugar level diabetes,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
4218,Azmet VG 2mg Tablet 10'SAzmet VG 1mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
4219,Azukon 80mg Tablet 10'SAzukon M Tablet 10'S,Diabetes,reduces the diabetes,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
4220,Azukon MR Tablet 10'SAzukon MR 60mg Tablet 10'S,Diabetes,reduces sugar level diabetes,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
4221,Azulix 3mg Tablet 10'SAzulix MF 2mg Tablet 10'SAzulix 1mg Tablet 10'SAzulix MF Forte 1mg Tablet 10'SAzulix 4mg Tablet 10'SAzulix 2mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
4222,Azulix MF 1/1000mg Tablet 10'SAzulix MF 1mg Tablet 15'SAzulix MF 2mg Tablet 15'SAzulix MF 2/500mg Tablet 10'SAzulix Mf 0.5/500Mg Tablet 10'sAzulix MF 2/1000mg Tablet 10'SAzulix MF 4mg Tablet 10'SAzulix MF 3mg Tablet 10'S,Diabetes,reduces the diabetes,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
4223,Azulix MF Forte 4mg Tablet 10'SAzulix MF Forte 3mg Tablet 10'SAzulix MF Forte 2mg Tablet 15'SAzulix MF Forte 1mg Tablet 15'S,Diabetes,reduces sugar level diabetes,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
4224,Azulix MF SR 1/500mg Tablet 10'S,Diabetes,"treat type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able to control your blood sugar levels",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
